transaction_id,action,action_timestamp,action_success,amount_recovered,time_to_recovery_min,attempt_number_after_action,failure_after_action,stopping_rule_triggered,intervention_cost
TXN1000034,retry,2026-04-09 09:16:57,0,0.0,,4,1,1,2.0
TXN1000034,reminder,2026-04-09 07:59:57,0,0.0,,3,1,0,1.0
TXN1000034,escalation,2026-04-09 08:08:57,0,0.0,,3,1,0,15.0
TXN1000035,retry,2026-04-30 22:22:09,1,1603.29,202.0,3,0,0,2.0
TXN1000035,reminder,2026-04-30 21:54:09,0,0.0,,2,1,0,1.0
TXN1000035,escalation,2026-04-30 21:19:09,0,0.0,,2,1,0,15.0
TXN1000039,retry,2026-03-27 06:12:37,1,2718.13,233.0,2,0,0,2.0
TXN1000039,reminder,2026-03-27 05:05:37,0,0.0,,1,1,0,1.0
TXN1000039,escalation,2026-03-27 04:53:37,1,2718.13,327.0,1,0,0,15.0
TXN1000040,retry,2026-04-27 09:49:17,0,0.0,,5,1,1,2.0
TXN1000040,reminder,2026-04-27 08:26:17,1,30100.03,174.0,4,0,0,1.0
TXN1000040,escalation,2026-04-27 08:50:17,1,30100.03,287.0,4,0,0,15.0
TXN1000041,retry,2026-04-02 03:52:18,0,0.0,,2,1,0,2.0
TXN1000041,reminder,2026-04-02 03:07:18,1,1578.88,157.0,1,0,0,1.0
TXN1000041,escalation,2026-04-02 05:04:18,1,1578.88,282.0,1,0,0,15.0
TXN1000042,retry,2026-03-24 03:52:04,1,2345.74,205.0,2,0,0,2.0
TXN1000042,reminder,2026-03-24 03:25:04,1,2345.74,40.0,1,0,0,1.0
TXN1000042,escalation,2026-03-24 02:42:04,1,2345.74,113.0,1,0,0,15.0
TXN1000043,retry,2026-05-22 19:03:52,0,0.0,,2,1,0,2.0
TXN1000043,reminder,2026-05-22 18:41:52,0,0.0,,1,1,0,1.0
TXN1000043,escalation,2026-05-22 19:14:52,1,13116.75,339.0,1,0,0,15.0
TXN1000045,retry,2026-04-24 23:28:10,1,6580.42,237.0,2,0,0,2.0
TXN1000045,reminder,2026-04-25 01:08:10,1,6580.42,93.0,1,0,0,1.0
TXN1000045,escalation,2026-04-25 02:11:10,0,0.0,,1,1,0,15.0
TXN1000046,retry,2026-02-04 10:22:24,1,25727.23,218.0,3,0,0,2.0
TXN1000046,reminder,2026-02-04 10:31:24,1,25727.23,348.0,2,0,0,1.0
TXN1000046,escalation,2026-02-04 09:59:24,0,0.0,,2,1,0,15.0
TXN1000051,retry,2026-03-06 08:27:48,0,0.0,,3,1,0,2.0
TXN1000051,reminder,2026-03-06 09:34:48,0,0.0,,2,1,0,1.0
TXN1000051,escalation,2026-03-06 09:36:48,1,25767.3,247.0,2,0,0,15.0
TXN1000056,retry,2026-03-22 11:42:08,0,0.0,,2,1,0,2.0
TXN1000056,reminder,2026-03-22 10:59:08,1,1665.11,209.0,1,0,0,1.0
TXN1000056,escalation,2026-03-22 10:24:08,0,0.0,,1,1,0,15.0
TXN1000059,retry,2026-04-12 18:01:56,0,0.0,,2,1,0,2.0
TXN1000059,reminder,2026-04-12 17:13:56,1,677.53,249.0,1,0,0,1.0
TXN1000059,escalation,2026-04-12 17:34:56,0,0.0,,1,1,0,15.0
TXN1000065,retry,2026-01-06 14:36:03,1,5787.08,233.0,2,0,0,2.0
TXN1000065,reminder,2026-01-06 12:59:03,0,0.0,,1,1,0,1.0
TXN1000065,escalation,2026-01-06 12:23:03,1,5787.08,108.0,1,0,0,15.0
TXN1000067,retry,2026-01-15 03:47:59,0,0.0,,2,1,0,2.0
TXN1000067,reminder,2026-01-15 02:41:59,1,7374.69,225.0,1,0,0,1.0
TXN1000067,escalation,2026-01-15 02:12:59,0,0.0,,1,1,0,15.0
TXN1000070,retry,2026-01-05 19:37:49,0,0.0,,3,1,0,2.0
TXN1000070,reminder,2026-01-05 17:10:49,0,0.0,,2,1,0,1.0
TXN1000070,escalation,2026-01-05 19:24:49,0,0.0,,2,1,0,15.0
TXN1000071,retry,2026-04-22 22:58:29,0,0.0,,2,1,0,2.0
TXN1000071,reminder,2026-04-22 23:36:29,0,0.0,,1,1,0,1.0
TXN1000071,escalation,2026-04-22 23:57:29,0,0.0,,1,1,0,15.0
TXN1000072,retry,2026-03-11 04:37:44,0,0.0,,5,1,1,2.0
TXN1000072,reminder,2026-03-11 05:45:44,0,0.0,,4,1,0,1.0
TXN1000072,escalation,2026-03-11 04:31:44,0,0.0,,4,1,0,15.0
TXN1000075,retry,2026-03-19 23:30:19,1,4836.55,268.0,4,0,1,2.0
TXN1000075,reminder,2026-03-20 00:46:19,0,0.0,,3,1,0,1.0
TXN1000075,escalation,2026-03-19 23:39:19,0,0.0,,3,1,0,15.0
TXN1000077,retry,2026-04-13 20:40:09,1,13011.26,78.0,2,0,0,2.0
TXN1000077,reminder,2026-04-13 20:26:09,1,13011.26,325.0,1,0,0,1.0
TXN1000077,escalation,2026-04-13 21:49:09,1,13011.26,118.0,1,0,0,15.0
TXN1000080,retry,2026-05-15 18:02:46,0,0.0,,4,1,1,2.0
TXN1000080,reminder,2026-05-15 17:21:46,0,0.0,,3,1,0,1.0
TXN1000080,escalation,2026-05-15 16:39:46,0,0.0,,3,1,0,15.0
TXN1000081,retry,2026-05-03 20:13:47,1,23330.72,153.0,3,0,0,2.0
TXN1000081,reminder,2026-05-03 20:40:47,0,0.0,,2,1,0,1.0
TXN1000081,escalation,2026-05-03 20:59:47,0,0.0,,2,1,0,15.0
TXN1000082,retry,2026-05-02 15:01:52,0,0.0,,3,1,0,2.0
TXN1000082,reminder,2026-05-02 16:15:52,0,0.0,,2,1,0,1.0
TXN1000082,escalation,2026-05-02 16:17:52,0,0.0,,2,1,0,15.0
TXN1000083,retry,2026-04-09 00:34:44,0,0.0,,2,1,0,2.0
TXN1000083,reminder,2026-04-08 23:02:44,0,0.0,,1,1,0,1.0
TXN1000083,escalation,2026-04-09 00:01:44,0,0.0,,1,1,0,15.0
TXN1000087,retry,2026-04-10 18:16:29,0,0.0,,3,1,0,2.0
TXN1000087,reminder,2026-04-10 18:34:29,0,0.0,,2,1,0,1.0
TXN1000087,escalation,2026-04-10 19:55:29,0,0.0,,2,1,0,15.0
TXN1000088,retry,2026-05-17 07:59:42,1,2099.67,109.0,4,0,1,2.0
TXN1000088,reminder,2026-05-17 07:47:42,1,2099.67,42.0,3,0,0,1.0
TXN1000088,escalation,2026-05-17 07:04:42,1,2099.67,200.0,3,0,0,15.0
TXN1000089,retry,2026-01-21 07:41:48,0,0.0,,3,1,0,2.0
TXN1000089,reminder,2026-01-21 07:20:48,0,0.0,,2,1,0,1.0
TXN1000089,escalation,2026-01-21 08:17:48,1,1999.72,218.0,2,0,0,15.0
TXN1000092,retry,2026-06-29 21:03:05,0,0.0,,3,1,0,2.0
TXN1000092,reminder,2026-06-29 21:41:05,0,0.0,,2,1,0,1.0
TXN1000092,escalation,2026-06-29 20:18:05,0,0.0,,2,1,0,15.0
TXN1000093,retry,2026-02-10 16:27:28,1,2575.03,338.0,2,0,0,2.0
TXN1000093,reminder,2026-02-10 18:51:28,1,2575.03,316.0,1,0,0,1.0
TXN1000093,escalation,2026-02-10 16:57:28,1,2575.03,206.0,1,0,0,15.0
TXN1000096,retry,2026-05-20 18:04:22,1,6504.04,98.0,2,0,0,2.0
TXN1000096,reminder,2026-05-20 17:43:22,1,6504.04,234.0,1,0,0,1.0
TXN1000096,escalation,2026-05-20 16:39:22,1,6504.04,289.0,1,0,0,15.0
TXN1000097,retry,2026-02-03 20:37:07,0,0.0,,2,1,0,2.0
TXN1000097,reminder,2026-02-03 19:32:07,1,4433.41,264.0,1,0,0,1.0
TXN1000097,escalation,2026-02-03 19:35:07,0,0.0,,1,1,0,15.0
TXN1000098,retry,2026-03-24 16:38:40,0,0.0,,4,1,1,2.0
TXN1000098,reminder,2026-03-24 16:56:40,0,0.0,,3,1,0,1.0
TXN1000098,escalation,2026-03-24 17:16:40,0,0.0,,3,1,0,15.0
TXN1000099,retry,2026-03-28 22:44:58,0,0.0,,2,1,0,2.0
TXN1000099,reminder,2026-03-29 00:22:58,1,2832.21,169.0,1,0,0,1.0
TXN1000099,escalation,2026-03-28 22:47:58,0,0.0,,1,1,0,15.0
TXN1000100,retry,2026-06-20 00:45:24,1,19201.99,115.0,3,0,0,2.0
TXN1000100,reminder,2026-06-20 01:41:24,1,19201.99,84.0,2,0,0,1.0
TXN1000100,escalation,2026-06-20 02:37:24,0,0.0,,2,1,0,15.0
TXN1000101,retry,2026-05-09 02:32:39,1,2542.74,271.0,3,0,0,2.0
TXN1000101,reminder,2026-05-09 04:51:39,1,2542.74,160.0,2,0,0,1.0
TXN1000101,escalation,2026-05-09 04:09:39,0,0.0,,2,1,0,15.0
TXN1000102,retry,2026-03-30 11:37:49,1,7208.49,195.0,3,0,0,2.0
TXN1000102,reminder,2026-03-30 10:59:49,1,7208.49,75.0,2,0,0,1.0
TXN1000102,escalation,2026-03-30 12:59:49,1,7208.49,124.0,2,0,0,15.0
TXN1000106,retry,2026-06-01 18:47:45,1,998.79,268.0,4,0,1,2.0
TXN1000106,reminder,2026-06-01 18:38:45,1,998.79,272.0,3,0,0,1.0
TXN1000106,escalation,2026-06-01 16:40:45,0,0.0,,3,1,0,15.0
TXN1000108,retry,2026-02-05 17:04:16,1,14988.85,52.0,2,0,0,2.0
TXN1000108,reminder,2026-02-05 15:31:16,1,14988.85,103.0,1,0,0,1.0
TXN1000108,escalation,2026-02-05 15:34:16,1,14988.85,137.0,1,0,0,15.0
TXN1000110,retry,2026-01-18 01:47:24,1,2312.47,243.0,3,0,0,2.0
TXN1000110,reminder,2026-01-18 02:07:24,1,2312.47,75.0,2,0,0,1.0
TXN1000110,escalation,2026-01-18 01:59:24,0,0.0,,2,1,0,15.0
TXN1000114,retry,2026-06-29 08:52:23,1,416.63,298.0,3,0,0,2.0
TXN1000114,reminder,2026-06-29 08:18:23,0,0.0,,2,1,0,1.0
TXN1000114,escalation,2026-06-29 08:15:23,1,416.63,327.0,2,0,1,15.0
TXN1000117,retry,2026-03-22 06:11:02,1,9736.94,86.0,2,0,0,2.0
TXN1000117,reminder,2026-03-22 04:57:02,1,9736.94,275.0,1,0,0,1.0
TXN1000117,escalation,2026-03-22 03:36:02,1,9736.94,149.0,1,0,0,15.0
TXN1000118,retry,2026-05-29 11:19:05,1,5365.29,223.0,3,0,0,2.0
TXN1000118,reminder,2026-05-29 13:17:05,1,5365.29,79.0,2,0,0,1.0
TXN1000118,escalation,2026-05-29 12:21:05,0,0.0,,2,1,0,15.0
TXN1000119,retry,2026-04-14 00:43:54,1,10909.37,211.0,2,0,0,2.0
TXN1000119,reminder,2026-04-14 00:00:54,1,10909.37,206.0,1,0,0,1.0
TXN1000119,escalation,2026-04-14 01:14:54,1,10909.37,291.0,1,0,0,15.0
TXN1000120,retry,2026-04-01 19:32:58,1,3852.73,144.0,2,0,0,2.0
TXN1000120,reminder,2026-04-01 21:17:58,1,3852.73,232.0,1,0,0,1.0
TXN1000120,escalation,2026-04-01 18:42:58,1,3852.73,113.0,1,0,0,15.0
TXN1000121,retry,2026-04-10 08:59:14,1,8890.68,119.0,3,0,0,2.0
TXN1000121,reminder,2026-04-10 10:06:14,1,8890.68,204.0,2,0,0,1.0
TXN1000121,escalation,2026-04-10 08:10:14,0,0.0,,2,1,0,15.0
TXN1000127,retry,2026-04-07 01:41:24,1,7870.05,171.0,2,0,0,2.0
TXN1000127,reminder,2026-04-07 03:18:24,1,7870.05,214.0,1,0,0,1.0
TXN1000127,escalation,2026-04-07 02:18:24,1,7870.05,182.0,1,0,0,15.0
TXN1000128,retry,2026-06-27 11:34:43,0,0.0,,5,1,1,2.0
TXN1000128,reminder,2026-06-27 10:15:43,1,3731.77,127.0,4,0,0,1.0
TXN1000128,escalation,2026-06-27 12:13:43,0,0.0,,4,1,0,15.0
TXN1000130,retry,2026-05-27 12:00:49,1,40959.38,142.0,2,0,0,2.0
TXN1000130,reminder,2026-05-27 11:46:49,1,40959.38,336.0,1,0,0,1.0
TXN1000130,escalation,2026-05-27 12:47:49,0,0.0,,1,1,0,15.0
TXN1000134,retry,2026-05-04 21:51:05,1,1741.94,86.0,3,0,0,2.0
TXN1000134,reminder,2026-05-04 20:43:05,1,1741.94,131.0,2,0,0,1.0
TXN1000134,escalation,2026-05-04 21:28:05,1,1741.94,284.0,2,0,0,15.0
TXN1000135,retry,2026-06-19 18:25:17,1,1833.22,60.0,3,0,0,2.0
TXN1000135,reminder,2026-06-19 18:19:17,0,0.0,,2,1,0,1.0
TXN1000135,escalation,2026-06-19 18:08:17,1,1833.22,278.0,2,0,0,15.0
TXN1000137,retry,2026-03-05 13:33:26,0,0.0,,3,1,0,2.0
TXN1000137,reminder,2026-03-05 13:32:26,0,0.0,,2,1,0,1.0
TXN1000137,escalation,2026-03-05 13:51:26,0,0.0,,2,1,0,15.0
TXN1000138,retry,2026-02-05 21:01:52,0,0.0,,5,1,1,2.0
TXN1000138,reminder,2026-02-05 19:33:52,0,0.0,,4,1,0,1.0
TXN1000138,escalation,2026-02-05 21:44:52,1,4224.03,208.0,4,0,0,15.0
TXN1000140,retry,2026-05-15 21:46:44,1,2322.56,85.0,3,0,0,2.0
TXN1000140,reminder,2026-05-15 21:24:44,0,0.0,,2,1,0,1.0
TXN1000140,escalation,2026-05-15 21:34:44,1,2322.56,152.0,2,0,0,15.0
TXN1000145,retry,2026-04-02 03:00:17,0,0.0,,4,1,1,2.0
TXN1000145,reminder,2026-04-02 02:23:17,1,3294.98,359.0,3,0,0,1.0
TXN1000145,escalation,2026-04-02 03:56:17,0,0.0,,3,1,0,15.0
TXN1000149,retry,2026-01-31 11:17:59,0,0.0,,3,1,0,2.0
TXN1000149,reminder,2026-01-31 09:36:59,0,0.0,,2,1,0,1.0
TXN1000149,escalation,2026-01-31 09:45:59,1,398.31,122.0,2,0,1,15.0
TXN1000151,retry,2026-02-21 21:08:18,1,72005.52,110.0,3,0,0,2.0
TXN1000151,reminder,2026-02-21 21:44:18,1,72005.52,280.0,2,0,0,1.0
TXN1000151,escalation,2026-02-21 20:56:18,0,0.0,,2,1,0,15.0
TXN1000155,retry,2026-04-27 09:47:13,1,2956.83,261.0,2,0,0,2.0
TXN1000155,reminder,2026-04-27 08:25:13,1,2956.83,168.0,1,0,0,1.0
TXN1000155,escalation,2026-04-27 08:13:13,1,2956.83,124.0,1,0,0,15.0
TXN1000162,retry,2026-04-14 08:51:27,1,24379.08,67.0,4,0,1,2.0
TXN1000162,reminder,2026-04-14 10:22:27,0,0.0,,3,1,0,1.0
TXN1000162,escalation,2026-04-14 11:05:27,1,24379.08,159.0,3,0,0,15.0
TXN1000163,retry,2026-03-23 21:01:56,1,4485.15,104.0,2,0,0,2.0
TXN1000163,reminder,2026-03-23 22:00:56,1,4485.15,202.0,1,0,0,1.0
TXN1000163,escalation,2026-03-23 23:09:56,1,4485.15,356.0,1,0,0,15.0
TXN1000167,retry,2026-01-05 15:59:22,0,0.0,,2,1,0,2.0
TXN1000167,reminder,2026-01-05 13:53:22,1,16745.69,290.0,1,0,0,1.0
TXN1000167,escalation,2026-01-05 16:02:22,0,0.0,,1,1,0,15.0
TXN1000170,retry,2026-03-01 17:55:20,1,10981.94,205.0,2,0,0,2.0
TXN1000170,reminder,2026-03-01 15:41:20,1,10981.94,143.0,1,0,0,1.0
TXN1000170,escalation,2026-03-01 16:59:20,1,10981.94,263.0,1,0,0,15.0
TXN1000173,retry,2026-04-25 16:29:08,1,2972.14,250.0,4,0,1,2.0
TXN1000173,reminder,2026-04-25 14:54:08,1,2972.14,124.0,3,0,0,1.0
TXN1000173,escalation,2026-04-25 13:58:08,0,0.0,,3,1,0,15.0
TXN1000176,retry,2026-02-12 05:17:03,1,3266.34,20.0,3,0,0,2.0
TXN1000176,reminder,2026-02-12 05:09:03,0,0.0,,2,1,0,1.0
TXN1000176,escalation,2026-02-12 04:28:03,1,3266.34,43.0,2,0,0,15.0
TXN1000179,retry,2026-05-02 13:39:15,1,1495.59,170.0,4,0,1,2.0
TXN1000179,reminder,2026-05-02 14:16:15,1,1495.59,261.0,3,0,0,1.0
TXN1000179,escalation,2026-05-02 14:56:15,1,1495.59,65.0,3,0,0,15.0
TXN1000180,retry,2026-02-22 17:19:34,0,0.0,,3,1,0,2.0
TXN1000180,reminder,2026-02-22 17:17:34,0,0.0,,2,1,0,1.0
TXN1000180,escalation,2026-02-22 17:10:34,0,0.0,,2,1,0,15.0
TXN1000181,retry,2026-05-07 20:18:30,0,0.0,,2,1,0,2.0
TXN1000181,reminder,2026-05-07 20:20:30,0,0.0,,1,1,0,1.0
TXN1000181,escalation,2026-05-07 19:52:30,0,0.0,,1,1,0,15.0
TXN1000184,retry,2026-01-19 03:43:56,0,0.0,,2,1,0,2.0
TXN1000184,reminder,2026-01-19 05:02:56,0,0.0,,1,1,0,1.0
TXN1000184,escalation,2026-01-19 06:28:56,1,37537.18,107.0,1,0,0,15.0
TXN1000185,retry,2026-02-02 07:56:29,0,0.0,,5,1,1,2.0
TXN1000185,reminder,2026-02-02 07:33:29,0,0.0,,4,1,0,1.0
TXN1000185,escalation,2026-02-02 08:00:29,1,1567.84,340.0,4,0,0,15.0
TXN1000187,retry,2026-02-01 00:53:22,0,0.0,,2,1,0,2.0
TXN1000187,reminder,2026-02-01 00:06:22,0,0.0,,1,1,0,1.0
TXN1000187,escalation,2026-02-01 01:07:22,0,0.0,,1,1,0,15.0
TXN1000189,retry,2026-03-17 17:18:45,0,0.0,,2,1,0,2.0
TXN1000189,reminder,2026-03-17 16:23:45,1,2764.55,264.0,1,0,0,1.0
TXN1000189,escalation,2026-03-17 18:12:45,0,0.0,,1,1,0,15.0
TXN1000190,retry,2026-05-05 06:20:01,1,3166.04,292.0,2,0,0,2.0
TXN1000190,reminder,2026-05-05 07:22:01,0,0.0,,1,1,0,1.0
TXN1000190,escalation,2026-05-05 07:14:01,1,3166.04,270.0,1,0,0,15.0
TXN1000191,retry,2026-05-02 14:04:55,0,0.0,,2,1,0,2.0
TXN1000191,reminder,2026-05-02 13:56:55,1,2407.16,107.0,1,0,0,1.0
TXN1000191,escalation,2026-05-02 13:33:55,0,0.0,,1,1,0,15.0
TXN1000193,retry,2026-04-10 01:42:23,1,332.69,193.0,2,0,0,2.0
TXN1000193,reminder,2026-04-10 00:32:23,1,332.69,224.0,1,0,0,1.0
TXN1000193,escalation,2026-04-10 01:36:23,1,332.69,92.0,1,0,1,15.0
TXN1000197,retry,2026-01-10 14:02:29,0,0.0,,2,1,0,2.0
TXN1000197,reminder,2026-01-10 15:00:29,0,0.0,,1,1,0,1.0
TXN1000197,escalation,2026-01-10 15:36:29,0,0.0,,1,1,0,15.0
TXN1000198,retry,2026-02-24 16:00:31,0,0.0,,3,1,0,2.0
TXN1000198,reminder,2026-02-24 15:02:31,0,0.0,,2,1,0,1.0
TXN1000198,escalation,2026-02-24 14:32:31,1,6874.05,36.0,2,0,0,15.0
TXN1000204,retry,2026-05-12 09:24:45,0,0.0,,2,1,0,2.0
TXN1000204,reminder,2026-05-12 08:25:45,0,0.0,,1,1,0,1.0
TXN1000204,escalation,2026-05-12 08:53:45,0,0.0,,1,1,0,15.0
TXN1000210,retry,2026-06-11 02:03:28,0,0.0,,4,1,1,2.0
TXN1000210,reminder,2026-06-11 03:22:28,0,0.0,,3,1,0,1.0
TXN1000210,escalation,2026-06-11 01:34:28,1,1975.62,116.0,3,0,0,15.0
TXN1000215,retry,2026-01-12 16:47:02,1,7870.68,159.0,4,0,1,2.0
TXN1000215,reminder,2026-01-12 16:29:02,0,0.0,,3,1,0,1.0
TXN1000215,escalation,2026-01-12 17:02:02,1,7870.68,181.0,3,0,0,15.0
TXN1000216,retry,2026-03-08 17:05:33,0,0.0,,2,1,0,2.0
TXN1000216,reminder,2026-03-08 18:04:33,1,3129.11,347.0,1,0,0,1.0
TXN1000216,escalation,2026-03-08 19:23:33,0,0.0,,1,1,0,15.0
TXN1000217,retry,2026-01-04 01:08:54,1,11159.72,50.0,3,0,0,2.0
TXN1000217,reminder,2026-01-04 00:55:54,1,11159.72,63.0,2,0,0,1.0
TXN1000217,escalation,2026-01-04 01:37:54,1,11159.72,138.0,2,0,0,15.0
TXN1000221,retry,2026-06-23 17:35:53,0,0.0,,4,1,1,2.0
TXN1000221,reminder,2026-06-23 16:28:53,0,0.0,,3,1,0,1.0
TXN1000221,escalation,2026-06-23 16:23:53,0,0.0,,3,1,0,15.0
TXN1000223,retry,2026-01-28 02:25:18,0,0.0,,3,1,0,2.0
TXN1000223,reminder,2026-01-27 23:59:18,0,0.0,,2,1,0,1.0
TXN1000223,escalation,2026-01-28 01:27:18,1,2069.95,160.0,2,0,0,15.0
TXN1000224,retry,2026-02-02 14:47:42,1,34417.03,184.0,4,0,1,2.0
TXN1000224,reminder,2026-02-02 12:43:42,0,0.0,,3,1,0,1.0
TXN1000224,escalation,2026-02-02 13:50:42,1,34417.03,236.0,3,0,0,15.0
TXN1000225,retry,2026-06-20 09:29:36,1,2580.57,101.0,3,0,0,2.0
TXN1000225,reminder,2026-06-20 09:43:36,0,0.0,,2,1,0,1.0
TXN1000225,escalation,2026-06-20 07:41:36,1,2580.57,257.0,2,0,0,15.0
TXN1000227,retry,2026-02-17 12:45:18,0,0.0,,2,1,0,2.0
TXN1000227,reminder,2026-02-17 11:55:18,0,0.0,,1,1,0,1.0
TXN1000227,escalation,2026-02-17 13:06:18,1,2773.99,341.0,1,0,0,15.0
TXN1000229,retry,2026-04-27 02:50:28,1,4633.01,2.0,2,0,0,2.0
TXN1000229,reminder,2026-04-27 02:15:28,0,0.0,,1,1,0,1.0
TXN1000229,escalation,2026-04-27 03:05:28,0,0.0,,1,1,0,15.0
TXN1000231,retry,2026-03-10 08:52:43,0,0.0,,3,1,0,2.0
TXN1000231,reminder,2026-03-10 10:28:43,0,0.0,,2,1,0,1.0
TXN1000231,escalation,2026-03-10 09:38:43,0,0.0,,2,1,0,15.0
TXN1000233,retry,2026-04-22 09:44:29,0,0.0,,2,1,0,2.0
TXN1000233,reminder,2026-04-22 10:25:29,1,7295.53,171.0,1,0,0,1.0
TXN1000233,escalation,2026-04-22 10:02:29,1,7295.53,209.0,1,0,0,15.0
TXN1000239,retry,2026-06-06 10:30:36,1,10175.63,42.0,2,0,0,2.0
TXN1000239,reminder,2026-06-06 12:34:36,0,0.0,,1,1,0,1.0
TXN1000239,escalation,2026-06-06 11:11:36,1,10175.63,13.0,1,0,0,15.0
TXN1000241,retry,2026-02-17 16:40:16,0,0.0,,3,1,0,2.0
TXN1000241,reminder,2026-02-17 17:58:16,0,0.0,,2,1,0,1.0
TXN1000241,escalation,2026-02-17 15:33:16,0,0.0,,2,1,0,15.0
TXN1000243,retry,2026-05-20 21:10:26,1,15438.71,89.0,3,0,0,2.0
TXN1000243,reminder,2026-05-20 21:01:26,0,0.0,,2,1,0,1.0
TXN1000243,escalation,2026-05-20 21:14:26,0,0.0,,2,1,0,15.0
TXN1000244,retry,2026-01-15 16:35:58,1,4267.24,339.0,2,0,0,2.0
TXN1000244,reminder,2026-01-15 16:50:58,1,4267.24,139.0,1,0,0,1.0
TXN1000244,escalation,2026-01-15 15:04:58,1,4267.24,88.0,1,0,0,15.0
TXN1000246,retry,2026-05-01 11:47:21,1,5975.97,174.0,3,0,0,2.0
TXN1000246,reminder,2026-05-01 12:28:21,0,0.0,,2,1,0,1.0
TXN1000246,escalation,2026-05-01 13:21:21,1,5975.97,241.0,2,0,0,15.0
TXN1000247,retry,2026-02-02 11:45:39,0,0.0,,2,1,0,2.0
TXN1000247,reminder,2026-02-02 14:02:39,0,0.0,,1,1,0,1.0
TXN1000247,escalation,2026-02-02 12:12:39,0,0.0,,1,1,0,15.0
TXN1000250,retry,2026-02-26 15:42:11,1,2766.38,219.0,2,0,0,2.0
TXN1000250,reminder,2026-02-26 16:52:11,1,2766.38,203.0,1,0,0,1.0
TXN1000250,escalation,2026-02-26 16:50:11,1,2766.38,267.0,1,0,0,15.0
TXN1000251,retry,2026-03-04 17:19:53,0,0.0,,2,1,0,2.0
TXN1000251,reminder,2026-03-04 18:15:53,0,0.0,,1,1,0,1.0
TXN1000251,escalation,2026-03-04 16:21:53,1,1442.24,97.0,1,0,0,15.0
TXN1000257,retry,2026-03-13 19:46:03,1,906.32,224.0,2,0,0,2.0
TXN1000257,reminder,2026-03-13 20:32:03,0,0.0,,1,1,0,1.0
TXN1000257,escalation,2026-03-13 20:23:03,1,906.32,78.0,1,0,0,15.0
TXN1000258,retry,2026-03-26 04:42:48,0,0.0,,2,1,0,2.0
TXN1000258,reminder,2026-03-26 03:10:48,1,4327.13,116.0,1,0,0,1.0
TXN1000258,escalation,2026-03-26 02:27:48,1,4327.13,356.0,1,0,0,15.0
